
1688635708096,5017,SGCares_TR001_Launch,404,"Number of samples in transaction : 21, number of failing samples : 2",Thread Group 1-1,,false,,27733,34819,1,1,null,0,196,1003
1688635708276,1465,"/nvpcgiving_sg-1,309",200,OK,Thread Group 1-1,text,true,,2072,1455,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/,1370,0,1003
1688635708276,1370,"/nvpcgiving_sg-1,309-0",302,Redirect,Thread Group 1-1,,true,,493,727,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg,1370,0,1003
1688635709652,89,"/nvpcgiving_sg-1,309-1",200,OK,Thread Group 1-1,text,true,,1579,728,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/,87,0,0
1688635709742,84,"/nvpcgiving_sg/-1,313",200,OK,Thread Group 1-1,text,true,,1579,728,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/,84,0,0
1688635709827,86,"/nvpcgiving_sg/moduleservices/moduleversioninfo-1,314",200,OK,Thread Group 1-1,text,true,,882,638,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/moduleservices/moduleversioninfo?1688635709826,86,0,0
1688635709915,119,"/nvpcgiving_sg/screenservices/NVPCGiving_sg/ActionGetAppInitializationData-1,315",200,OK,Thread Group 1-1,text,true,,2698,981,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPCGiving_sg/ActionGetAppInitializationData,119,0,0
1688635710034,104,"/nvpcgiving_sg/screenservices/NVPCGiving_sg/ServiceAPIFE_GetGiverGUIDByUserId-1,316",200,OK,Thread Group 1-1,text,true,,984,959,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPCGiving_sg/ServiceAPIFE_GetGiverGUIDByUserId,104,0,0
1688635710138,157,"/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionGetContentData-1,320",200,OK,Thread Group 1-1,text,true,,1092,986,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionGetContentData,157,0,0
1688635710296,1395,"/nvpcgiving_sg/screenservices/NVPC_Donating_CW/CampaignDonation/Cart_Count/DataActionFetch-1,318",200,OK,Thread Group 1-1,text,true,,988,997,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPC_Donating_CW/CampaignDonation/Cart_Count/DataActionFetch,1395,0,0
1688635711692,83,"/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionGetTopSectionData-1,317",200,OK,Thread Group 1-1,text,true,,954,989,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionGetTopSectionData,82,0,0
1688635711775,137,"/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionGetDonationData-1,319",200,OK,Thread Group 1-1,text,true,,1083,987,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionGetDonationData,136,0,0
1688635711912,98,"/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionVisibiltyControl-1,321",200,OK,Thread Group 1-1,text,true,,1000,988,1,1,https://dk.deloitte-sea.com/nvpcgiving_sg/screenservices/NVPC_ContentManagement_CW/Home/Giving_sg/DataActionVisibiltyControl,98,0,0
