Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
"/security-state-staging/intermediates/3031c2b4-bd88-4967-947d-8a1bb6169260.pem-1,017",1,17,17,17,0,0.00%,58.82353,101.68,24.3,1770
"/security-state-staging/intermediates/fe167bbc-49ae-4867-b511-147e23b615bb.pem-1,018",1,14,14,14,0,0.00%,71.42857,181.29,29.51,2599
"/security-state-staging/intermediates/78f08ad0-c036-4664-9057-71c308c46fa1.pem-1,020",1,15,15,15,0,0.00%,66.66667,189.32,27.54,2908
"/security-state-staging/intermediates/c23322e4-6c40-459f-aa50-1c2e9702b06b.pem-1,019",1,13,13,13,0,0.00%,76.92308,126.58,31.78,1685
"/security-state-staging/intermediates/3a6083c3-d893-43ac-bd9f-fe6697293aa1.pem-1,021",1,32,32,32,0,0.00%,31.25,59.33,12.91,1944
"/security-state-staging/intermediates/5f6a6527-07c8-4227-92d9-929add05a883.pem-1,022",1,34,34,34,0,0.00%,29.41176,58.88,12.15,2050
"/security-state-staging/intermediates/4f7b8895-448f-453d-87a8-6de9c43888ae.pem-1,023",1,14,14,14,0,0.00%,71.42857,124.58,29.51,1786
"/security-state-staging/intermediates/487d47de-37f9-4a4c-85e2-57e7ac6ee20a.pem-1,024",1,14,14,14,0,0.00%,71.42857,187.78,29.51,2692
"/security-state-staging/intermediates/c23322e4-6c40-459f-aa50-1c2e9702b06b.pem-1,026",1,17,17,17,0,0.00%,58.82353,96.79,24.3,1685
"/security-state-staging/intermediates/78f08ad0-c036-4664-9057-71c308c46fa1.pem-1,025",1,23,23,23,0,0.00%,43.47826,123.47,17.96,2908
"/security-state-staging/intermediates/3a6083c3-d893-43ac-bd9f-fe6697293aa1.pem-1,027",1,16,16,16,0,0.00%,62.5,118.65,25.82,1944
"/security-state-staging/intermediates/5f6a6527-07c8-4227-92d9-929add05a883.pem-1,028",1,34,34,34,0,0.00%,29.41176,58.88,12.15,2050
"/security-state-staging/intermediates/487d47de-37f9-4a4c-85e2-57e7ac6ee20a.pem-1,029",1,58,58,58,0,0.00%,17.24138,45.33,7.12,2692
"/security-state-staging/intermediates/4f7b8895-448f-453d-87a8-6de9c43888ae.pem-1,030",1,198,198,198,0,0.00%,5.05051,8.81,2.09,1786
"/security-state-staging/intermediates/beb9c58d-fd8a-41b9-bb23-1a8e57cdf630.pem-1,032",1,95,95,95,0,0.00%,10.52632,18.07,4.35,1758
"/security-state-staging/intermediates/0101c000-f69c-425a-97e2-af8490d77aba.pem-1,033",1,14,14,14,0,0.00%,71.42857,204.24,29.51,2928
"/security-state-staging/intermediates/40ac2caf-9799-41cc-9949-62fe94bd7c8f.pem-1,031",1,20,20,20,0,0.00%,50,123.54,20.65,2530
"/security-state-staging/intermediates/70f38582-98bc-4752-8269-190f59635d8e.pem-1,035",1,14,14,14,0,0.00%,71.42857,153.81,29.51,2205
"/security-state-staging/intermediates/02495c18-91a4-42fb-956a-4fe8ed43bfee.pem-1,037",1,48,48,48,0,0.00%,20.83333,41.22,8.61,2026
"/security-state-staging/intermediates/645b58d9-0779-4656-9fe8-ac5478c57d4f.pem-1,036",1,38,38,38,0,0.00%,26.31579,65.94,10.87,2566
"/security-state-staging/intermediates/ba8ae507-f7c6-48ab-b7e8-5724a312717a.pem-1,040",1,19,19,19,0,0.00%,52.63158,135.9,21.74,2644
"/security-state-staging/intermediates/86390395-14c7-4e6b-8840-51150f08950a.pem-1,038",1,17,17,17,0,0.00%,58.82353,145.51,24.3,2533
"/security-state-staging/intermediates/beb9c58d-fd8a-41b9-bb23-1a8e57cdf630.pem-1,039",1,22,22,22,0,0.00%,45.45455,78.04,18.78,1758
"/security-state-staging/intermediates/40ac2caf-9799-41cc-9949-62fe94bd7c8f.pem-1,041",1,16,16,16,0,0.00%,62.5,154.42,25.82,2530
"/security-state-staging/intermediates/70f38582-98bc-4752-8269-190f59635d8e.pem-1,043",1,12,12,12,0,0.00%,83.33333,179.44,34.42,2205
"/security-state-staging/intermediates/0101c000-f69c-425a-97e2-af8490d77aba.pem-1,042",1,16,16,16,0,0.00%,62.5,178.71,25.82,2928
"/security-state-staging/intermediates/645b58d9-0779-4656-9fe8-ac5478c57d4f.pem-1,044",1,13,13,13,0,0.00%,76.92308,192.76,31.78,2566
"/security-state-staging/intermediates/86390395-14c7-4e6b-8840-51150f08950a.pem-1,046",1,13,13,13,0,0.00%,76.92308,190.28,31.78,2533
"/security-state-staging/intermediates/02495c18-91a4-42fb-956a-4fe8ed43bfee.pem-1,045",1,20,20,20,0,0.00%,50,98.93,20.65,2026
"/security-state-staging/intermediates/ba8ae507-f7c6-48ab-b7e8-5724a312717a.pem-1,047",1,18,18,18,0,0.00%,55.55556,143.45,22.95,2644
"/security-state-staging/intermediates/e4fb4ed4-bee3-40bb-9993-79934cb2d8f8.pem-1,048",1,55,55,55,0,0.00%,18.18182,38.64,7.51,2176
"/security-state-staging/intermediates/5cd6b31f-ffd5-4d52-a9e8-fa36ce7bbed8.pem-1,049",1,15,15,15,0,0.00%,66.66667,200.65,27.54,3082
"/security-state-staging/intermediates/848f5df7-2bdf-4d2d-991e-4c4ee088b379.pem-1,051",1,62,62,62,0,0.00%,16.12903,41.83,6.66,2656
"/security-state-staging/intermediates/625fb1bf-2f17-4e4f-adbb-8ec1cedc9725.pem-1,053",1,153,153,153,0,0.00%,6.53595,13.79,2.7,2160
"/security-state-staging/intermediates/ed143684-ab7b-440f-80d7-5cb002fd46e6.pem-1,052",1,16,16,16,0,0.00%,62.5,92.41,25.82,1514
"/security-state-staging/intermediates/17691b06-48fb-4385-a9ab-05f0ad126518.pem-1,050",1,15,15,15,0,0.00%,66.66667,140.1,27.54,2152
"/security-state-staging/intermediates/66e99cd4-a706-4053-955f-653718c3b045.pem-1,054",1,62,62,62,0,0.00%,16.12903,34.4,6.66,2184
"/login-1,034",1,390,390,390,0,0.00%,2.5641,1.12,1.2,449
"/security-state-staging/intermediates/52b2ee0b-8206-410b-b7fe-cf2b915bb6cf.pem-1,055",1,15,15,15,0,0.00%,66.66667,116.54,27.54,1790
"/security-state-staging/intermediates/e4fb4ed4-bee3-40bb-9993-79934cb2d8f8.pem-1,056",1,28,28,28,0,0.00%,35.71429,75.89,14.75,2176
"/security-state-staging/intermediates/17691b06-48fb-4385-a9ab-05f0ad126518.pem-1,058",1,101,101,101,0,0.00%,9.90099,20.81,4.09,2152
"/security-state-staging/intermediates/5cd6b31f-ffd5-4d52-a9e8-fa36ce7bbed8.pem-1,057",1,84,84,84,0,0.00%,11.90476,35.83,4.92,3082
"/security-state-staging/intermediates/ed143684-ab7b-440f-80d7-5cb002fd46e6.pem-1,059",1,17,17,17,0,0.00%,58.82353,86.97,24.3,1514
"/security-state-staging/intermediates/848f5df7-2bdf-4d2d-991e-4c4ee088b379.pem-1,060",1,23,23,23,0,0.00%,43.47826,112.77,17.96,2656
"/security-state-staging/intermediates/625fb1bf-2f17-4e4f-adbb-8ec1cedc9725.pem-1,062",1,15,15,15,0,0.00%,66.66667,140.62,27.54,2160
"/security-state-staging/intermediates/4ecbd37e-d6ce-4fa2-87b3-a0d6a31677d6.pem-1,063",1,15,15,15,0,0.00%,66.66667,174.48,27.54,2680
"/security-state-staging/intermediates/ba9ba353-fc26-4c61-a866-b85b659ec9a5.pem-1,065",1,15,15,15,0,0.00%,66.66667,205.66,27.54,3159
"/security-state-staging/intermediates/66e99cd4-a706-4053-955f-653718c3b045.pem-1,064",1,15,15,15,0,0.00%,66.66667,142.19,27.54,2184
"/security-state-staging/intermediates/52b2ee0b-8206-410b-b7fe-cf2b915bb6cf.pem-1,066",1,37,37,37,0,0.00%,27.02703,47.24,11.16,1790
"/security-state-staging/intermediates/91ae18bc-b487-4db4-8b9f-62a9e6fb0fae.pem-1,067",1,40,40,40,0,0.00%,25,80.71,10.33,3306
"/security-state-staging/intermediates/3b5083ab-175b-4c5f-a509-40cc6f618768.pem-1,068",1,27,27,27,0,0.00%,37.03704,61.67,15.3,1705
"/security-state-staging/intermediates/72f5db49-9653-406b-b129-7db8f562a09a.pem-1,069",1,23,23,23,0,0.00%,43.47826,106.36,17.96,2505
"/security-state-staging/intermediates/86434fba-a8fc-495a-9af1-290826501bfc.pem-1,070",1,39,39,39,0,0.00%,25.64103,54.69,10.59,2184
"/security-state-staging/intermediates/bf3ccd0f-a3a8-4fb4-8efe-fe3fca180a23.pem-1,071",1,53,53,53,0,0.00%,18.86792,33.52,7.79,1819
"/security-state-staging/intermediates/401b3c9f-2550-49a6-99e6-8ef5a2d8c9a7.pem-1,072",1,92,92,92,0,0.00%,10.86957,36.9,4.49,3476
"/security-state-staging/intermediates/3b5083ab-175b-4c5f-a509-40cc6f618768.pem-1,074",1,13,13,13,0,0.00%,76.92308,128.08,31.78,1705
"/security-state-staging/intermediates/91ae18bc-b487-4db4-8b9f-62a9e6fb0fae.pem-1,073",1,14,14,14,0,0.00%,71.42857,230.61,29.51,3306
TOTAL,4822,385,12,82292,3716.29,0.62%,40.76181,4953.1,26.83,124429.5
